10,16138
10,16821
10,21747
10,17531
10,14605
10,16374
10,17733
10,24956
10,22957
10,16685
10,16060
10,18517
10,17099
10,16049
10,12537
10,13463
10,13981
10,18278
10,15878
10,13490
10,12173
10,14289
10,15830
10,16800
10,13830
10,16434
10,20118
10,13258
10,13049
10,12505
10,11730
10,17582
10,12072
10,16482
10,18495
10,20515
10,19494
10,18713
10,18102
10,14290
10,15433
10,14679
10,17659
10,13141
10,23094
10,16522
10,12727
10,18588
10,27989
10,13862
10,19996
10,13194
10,17161
10,20270
10,21632
10,22176
10,17343
10,15044
10,25356
10,16755
10,9903
10,14050
10,16097
10,16509
10,17396
10,24853
10,17944
10,14827
10,27604
10,25837
10,19701
10,14068
10,13893
10,18719
10,14482
10,17005
10,11824
10,18632
10,16465
10,17837
10,13459
10,19633
10,24022
10,14296
10,12468
10,17117
10,18511
10,22704
10,18362
10,14528
10,14853
10,19515
10,13169
10,18120
10,16056
10,19396
10,20914
10,15110
10,20505
10,22184
11,17528
11,18938
11,18984
11,18530
11,13778
11,20960
11,16257
11,17985
11,14584
11,15716
11,16390
11,12710
11,15266
11,15332
11,16560
11,13377
11,20607
11,9725
11,13389
11,17338
11,12317
11,11419
11,17005
11,13790
11,12708
11,15181
11,14698
11,23787
11,13834
11,14484
11,15855
11,17728
11,18270
11,16927
11,12177
11,13226
11,16876
11,12971
11,19153
11,17798
11,15230
11,20434
11,22093
11,16619
11,13178
11,17414
11,18599
11,15318
11,15112
11,15122
11,17281
11,18687
11,17653
11,15390
11,12775
11,15743
11,18881
11,18292
11,14733
11,12215
11,12890
11,11974
11,11656
11,13939
11,12044
11,12936
11,12946
11,14083
11,14691
11,13887
11,13843
11,13216
11,14230
11,17510
11,11419
11,11676
11,17997
11,19125
11,14221
11,14820
11,19022
11,17722
11,23116
11,13082
11,13783
11,13310
11,15961
11,15302
11,14635
11,12337
11,17434
11,17725
11,15526
11,18130
11,12444
11,15266
11,16966
11,16246
11,13198
11,16320
12,14129
12,16012
12,14609
12,13243
12,12880
12,13802
12,12225
12,12699
12,12589
12,13913
12,13691
12,16045
12,18258
12,11937
12,16208
12,19152
12,19021
12,20878
12,16450
12,20684
12,17034
12,18510
12,19489
12,15941
12,13777
12,16943
12,14149
12,20651
12,18102
12,16723
12,20976
12,14841
12,15838
12,14633
12,14771
12,13391
12,13767
12,12372
12,16782
12,14964
12,14491
12,16079
12,16508
12,14412
12,14044
12,15543
12,14026
12,14136
12,19540
12,17190
12,11899
12,16334
12,13846
12,13600
12,13710
12,19483
12,16534
12,16131
12,13964
12,12919
12,13668
12,13720
12,13327
12,16226
12,15621
12,15700
12,14854
12,14184
12,19700
12,15715
12,14756
12,17704
12,15436
12,15036
12,14510
12,14171
12,16905
12,15632
12,18765
12,17128
12,18385
12,16365
12,16849
12,19265
12,16840
12,16919
12,12612
12,13820
12,16519
12,14777
12,14288
12,11910
12,15836
12,13645
12,10046
12,21406
12,18489
12,17014
12,15540
12,13821
13,13442
13,18084
13,10549
13,15020
13,16241
13,18248
13,12367
13,16121
13,14560
13,14268
13,16696
13,12884
13,13769
13,12755
13,17189
13,14162
13,19758
13,14280
13,18835
13,17266
13,15956
13,13826
13,16583
13,13594
13,16327
13,13128
13,16513
13,16669
13,15707
13,15662
13,16180
13,15802
13,11337
13,13710
13,11986
13,15522
13,13834
13,13438
13,14204
13,14707
13,13242
13,15531
13,12898
13,14399
13,17096
13,15155
13,10245
13,16678
13,13219
13,14748
13,16176
13,17877
13,12593
13,19859
13,13981
13,13740
13,16720
13,13085
13,18561
13,15156
13,12743
13,15784
13,12145
13,16510
13,16949
13,11198
13,13696
13,14822
13,13719
13,17879
13,17052
13,12922
13,17741
13,15564
13,18239
13,17040
13,21830
13,15987
13,13403
13,14705
13,13971
13,17754
13,15223
13,13255
13,13432
13,11845
13,13719
13,13534
13,13647
13,15828
13,16183
13,13874
13,16109
13,14288
13,14769
13,13913
13,19457
13,15586
13,13380
13,13639
14,15951
14,19936
14,20391
14,19623
14,18036
14,16787
14,19597
14,13831
14,17296
14,13335
14,15450
14,14064
14,18208
14,13608
14,13066
14,18391
14,13709
14,9509
14,15323
14,14059
14,16806
14,19069
14,13019
14,14815
14,19717
14,13975
14,13532
14,17346
14,12795
14,13728
14,13838
14,12037
14,12760
14,14874
14,14299
14,16543
14,14861
14,20166
14,12724
14,16956
14,13723
14,15980
14,20399
14,20162
14,14401
14,20209
14,11248
14,16996
14,17012
14,17995
14,11703
14,14961
14,13154
14,12701
14,12408
14,14431
14,13182
14,17054
14,10709
14,13061
14,12408
14,14001
14,17287
14,14135
14,15875
14,17594
14,15265
14,18312
14,13275
14,16701
14,18649
14,13950
14,19813
14,17544
14,18061
14,8692
14,22657
14,14762
14,13132
14,13644
14,15184
14,16535
14,13021
14,12232
14,12552
14,17970
14,15226
14,19433
14,12205
14,13450
14,13574
14,12605
14,17175
14,18110
14,18671
14,13757
14,14095
14,13904
14,13790
14,16781
15,13671
15,16727
15,17640
15,16791
15,15316
15,13500
15,11451
15,15127
15,17798
15,18036
15,10615
15,12864
15,12403
15,14130
15,12548
15,17166
15,13093
15,17843
15,16722
15,13956
15,13997
15,15797
15,16456
15,14072
15,16638
15,19665
15,15805
15,15290
15,14674
15,20997
15,12064
15,13686
15,13524
15,11657
15,17561
15,15698
15,13080
15,16100
15,17859
15,18372
15,16718
15,13283
15,18514
15,11976
15,14682
15,16619
15,16484
15,15136
15,13595
15,16737
15,14549
15,14527
15,13527
15,14111
15,16317
15,14483
15,15828
15,15937
15,14152
15,10653
15,15924
15,14013
15,13827
15,13499
15,16965
15,13061
15,10412
15,14260
15,15167
15,14469
15,17121
15,15667
15,15265
15,17692
15,15299
15,11636
15,13584
15,10613
15,21255
15,13276
15,13250
15,19326
15,15829
15,14525
15,15163
15,13136
15,14160
15,13601
15,11830
15,12794
15,17648
15,17424
15,14761
15,14149
15,13551
15,14770
15,13379
15,11523
15,11620
15,14624
16,18139
16,13452
16,14464
16,13524
16,16381
16,13303
16,13403
16,20992
16,16916
16,14379
16,13406
16,17674
16,14729
16,14754
16,14137
16,17631
16,14045
16,13429
16,13172
16,12977
16,14733
16,20139
16,15995
16,14429
16,16812
16,12386
16,15766
16,16731
16,18646
16,16166
16,15216
16,18808
16,17760
16,18170
16,14399
16,13752
16,13724
16,14020
16,11572
16,17017
16,16176
16,14337
16,16025
16,13652
16,11650
16,17119
16,13064
16,12094
16,12505
16,16277
16,14574
16,14472
16,12610
16,12641
16,11938
16,12257
16,15628
16,16873
16,18382
16,11479
16,17620
16,16177
16,13285
16,15316
16,13001
16,12500
16,13259
16,17668
16,17396
16,12714
16,16926
16,16219
16,12704
16,15296
16,13808
16,13578
16,14817
16,12806
16,13411
16,17767
16,16284
16,12645
16,16536
16,13718
16,11220
16,16707
16,13749
16,16572
16,13885
16,14095
16,12152
16,13748
16,14943
16,15315
16,14579
16,12179
16,16881
16,12866
16,14392
16,17391
17,13602
17,14055
17,13059
17,12925
17,13335
17,17282
17,15566
17,15879
17,10187
17,15623
17,12540
17,18533
17,15020
17,17304
17,11466
17,12359
17,17224
17,16366
17,14746
17,14188
17,13295
17,13009
17,13480
17,11601
17,15037
17,14605
17,13598
17,15668
17,16265
17,15228
17,19538
17,17190
17,15986
17,14783
17,16672
17,14945
17,14116
17,16209
17,13608
17,17849
17,14578
17,10416
17,15268
17,16730
17,17491
17,15156
17,17923
17,13564
17,13034
17,14903
17,13932
17,15759
17,16793
17,16746
17,19650
17,14206
17,13364
17,14047
17,16329
17,17793
17,16207
17,15756
17,13529
17,14995
17,14259
17,13964
17,12122
17,12208
17,14716
17,17008
17,13774
17,13820
17,12849
17,16222
17,13414
17,14979
17,16614
17,17134
17,14246
17,16637
17,15026
17,19797
17,13658
17,12104
17,16241
17,13653
17,23356
17,18531
17,13637
17,12315
17,14136
17,19748
17,13312
17,16906
17,13050
17,15230
17,14309
17,15604
17,16694
17,10374
18,15394
18,16283
18,14751
18,14809
18,13431
18,18400
18,19497
18,18625
18,18985
18,13534
18,15785
18,14326
18,12703
18,17519
18,18915
18,18078
18,18721
18,18061
18,18236
18,14025
18,14160
18,16376
18,14965
18,17324
18,12943
18,14874
18,16937
18,16773
18,17384
18,15989
18,13721
18,12691
18,12554
18,12471
18,13275
18,13257
18,14024
18,19775
18,14836
18,16328
18,13421
18,16140
18,15687
18,15221
18,14780
18,13139
18,11377
18,16832
18,14535
18,15553
18,13962
18,17064
18,13901
18,16823
18,14225
18,13215
18,14128
18,22628
18,12864
18,17434
18,15952
18,13541
18,18149
18,15124
18,22060
18,16536
18,14975
18,16028
18,17133
18,16997
18,11669
18,13658
18,12685
18,14483
18,13002
18,11184
18,14848
18,17854
18,11991
18,14071
18,9054
18,13085
18,13630
18,13684
18,13595
18,13629
18,13710
18,14027
18,12290
18,14263
18,14584
18,14901
18,11860
18,13645
18,17294
18,13397
18,16836
18,16852
18,13096
18,14061
19,13503
19,18517
19,18421
19,12644
19,16234
19,16867
19,12765
19,13733
19,13669
19,13047
19,14523
19,13661
19,16941
19,10544
19,14007
19,15923
19,15229
19,11169
19,12744
19,14394
19,12355
19,17245
19,15209
19,15351
19,13156
19,15077
19,14627
19,13685
19,13880
19,13909
19,19091
19,15799
19,15524
19,17168
19,16375
19,14516
19,12416
19,19076
19,17612
19,14053
19,15992
19,19911
19,14817
19,15436
19,13982
19,12817
19,19357
19,15767
19,13780
19,13226
19,16636
19,13672
19,16138
19,16730
19,16064
19,12296
19,15954
19,16314
19,13713
19,16366
19,20816
19,13333
19,13438
19,16904
19,14236
19,15220
19,15155
19,14133
19,13491
19,16705
19,13075
19,17613
19,12932
19,15034
19,15148
19,15899
19,14385
19,16387
19,15729
19,17196
19,15484
19,14299
19,15263
19,12657
19,13465
19,16542
19,16416
19,14048
19,14199
19,9784
19,13636
19,14577
19,12602
19,12318
19,16332
19,14605
19,15656
19,15504
19,14330
19,14695
20,13048
20,14375
20,12518
20,16343
20,19184
20,13094
20,16138
20,15233
20,13585
20,12852
20,13940
20,20046
20,17481
20,15956
20,17928
20,16550
20,18084
20,15281
20,13196
20,17540
20,17079
20,17514
20,13455
20,20420
20,16487
20,14109
20,15753
20,18048
20,16022
20,18428
20,13330
20,19201
20,13983
20,16420
20,12802
20,13553
20,14336
20,14606
20,17214
20,17364
20,12491
20,16999
20,14731
20,18567
20,14080
20,12813
20,12984
20,14711
20,13511
20,12542
20,12958
20,13659
20,13739
20,13325
20,12806
20,13340
20,16080
20,14457
20,19196
20,14125
20,13539
20,16318
20,18551
20,13408
20,14790
20,16344
20,18399
20,14035
20,14248
20,12949
20,14124
20,15301
20,13078
20,13322
20,13882
20,15923
20,14725
20,14882
20,16193
20,13901
20,15616
20,11817
20,16054
20,17342
20,17709
20,14108
20,13482
20,12172
20,20303
20,18579
20,15715
20,14225
20,16387
20,12559
20,15672
20,15779
20,17790
20,14962
20,12942
20,13756
21,13347
21,13045
21,13083
21,15942
21,15733
21,11799
21,13066
21,14467
21,13238
21,12447
21,11981
21,15096
21,15514
21,15164
21,15211
21,16694
21,12529
21,12765
21,13612
21,16551
21,16987
21,18956
21,15146
21,14776
21,12896
21,14428
21,16760
21,13864
21,11564
21,14304
21,14092
21,14066
21,19559
21,14567
21,15952
21,13775
21,13744
21,18712
21,17989
21,14850
21,10627
21,16759
21,15944
21,13994
21,17830
21,15414
21,18281
21,15167
21,15323
21,14784
21,16238
21,13888
21,14556
21,16946
21,13960
21,13442
21,13048
21,13362
21,12558
21,13270
21,14013
21,14536
21,14064
21,14467
21,15585
21,18720
21,15684
21,12703
21,11894
21,13262
21,13475
21,13604
21,15004
21,15598
21,15100
21,12781
21,15450
21,14050
21,18073
21,12575
21,15128
21,18214
21,20235
21,17560
21,13827
21,13788
21,16954
21,13121
21,16580
21,17620
21,15605
21,15365
21,16497
21,10880
21,19264
21,17968
21,16595
21,16096
21,16151
21,15829
22,16139
22,16303
22,11469
22,15249
22,17159
22,16816
22,19351
22,17771
22,13200
22,17209
22,11946
22,12711
22,16284
22,13599
22,13986
22,12830
22,14543
22,20586
22,21037
22,14715
22,15430
22,13217
22,13136
22,14419
22,15271
22,13785
22,12705
22,15513
22,18897
22,17445
22,16857
22,18800
22,15523
22,13989
22,16028
22,12468
22,12412
22,13771
22,13499
22,12327
22,12695
22,15650
22,12528
22,12945
22,13006
22,13309
22,15277
22,16968
22,17504
22,12576
22,14852
22,13210
22,13689
22,15455
22,18399
22,14086
22,14410
22,13767
22,11870
22,15033
22,16498
22,13524
22,12895
22,12715
22,16111
22,16771
22,17100
22,19988
22,13032
22,16763
22,17564
22,12333
22,19888
22,15453
22,12923
22,13895
22,16963
22,14587
22,19564
22,17332
22,12877
22,12836
